onset	duration	speaker	text	type	subtype	energy	energy_ratio	mic	confidence	gap_prev_ms	trp_silence_ms	interruption_gap_ms	bclatency_ms	overlap_ms	context_label
359.0	2.0	P2	It's what level you are in	SPK				shared	confident	0.0	269.0	3000.0			
361.0	3.0	P2	Because it definitely requires different skills.	SPK				shared	confident	0.0	0.0	5000.0			
364.0	0.8	GROUP	(0.8)	SIL				shared	confident	0.0				169.0	
364.631	0.731	P3	mmh	BCK				shared	confident	-169.0				731.0	
364.8	3.021	P2	And some are, of course, a bit more technical and heavy.	SPK				shared	confident	-562.0	800.0	8800.0		562.0	
367.821	0.699	GROUP	(0.7)	SIL				shared	confident	0.0				0.0	
368.52	3.48	P2	So is it what level are we at	SPK				shared	confident	0.0	699.0	12520.0		500.0	
369.961	0.5	P3	mmh	BCK				shared	confident	-2039.0			1441.0	500.0	
372.0	10.161	P2	And if it's, of course, the more people one, then we don't need the technical ones because then you already have a lot of good employees that can do that element.	SPK				shared	confident	1539.0	0.0	16000.0		1309.0	
379.767	1.309	P3	mm-hmm	BCK				shared	confident	-2394.0			7767.0	1309.0	
382.161	1.839	GROUP	(1.8)	SIL				shared	confident	1085.0				1632.0	
382.219	1.632	P3	mmh	BCK				shared	confident	-1781.0				1632.0	
384.0	8.0	P1	I would say for me, the information provided is not sufficient for me to make the decision.	SPK				shared	confident	149.0	1839.0	1839.0			
392.0	7.0	P1	Because for me, I think the most important characteristic for this role is this person needs to be very curious.	SPK				shared	confident	0.0	0.0	9839.0			
399.0	8.0	P1	He or she needs to be very good at learning new things, curious about everything.	SPK				shared	confident	0.0	0.0	16839.0			
407.0	5.0	P1	There's something surrounding him or her.	SPK				shared	confident	0.0	0.0	24839.0			
412.0	14.0	P1	He would like to spend a lot of time to investigate and look deep into the details and figure out what's going on and master that piece.	SPK				shared	confident	0.0	0.0	29839.0		500.0	
422.594	0.5	P3	mmh	BCK				shared	confident	-3406.0			10594.0	500.0	
426.0	11.0	P1	um, I think that's very important to be capable of this role. With AI you need to be a very fast learner.	SPK				shared	confident	2906.0	0.0	43839.0		570.0	
435.453	0.57	P3	yeah	BCK				shared	confident	-1547.0			9453.0	570.0	
437.0	6.0	P3	We don't have that particular characteristic mentioned anywhere among any of the candidates.	SPK				shared	confident	977.0	0.0	0.0			
443.0	6.0	P3	But then again, the candidate C has had a past experience of a similar role.	SPK				shared	confident	0.0	0.0	6000.0			
449.0	3.0	P3	So...	SPK				shared	confident	0.0	0.0	12000.0			
452.0	0.1	P4	yeah	BCK				shared	confident	0.0			0.0	100.0	
452.0	12.0	P3	He has already helped with adopting new tools and processes in different teams and he also has like a strong knowledge of the why's.	SPK				shared	confident	-100.0	0.0	15000.0		100.0	
464.0	6.0	P3	Why should we be transforming or adopting something.	SPK				shared	confident	0.0	0.0	27000.0			
470.0	12.0	P4	Yeah, I agree that, you know, in ideal world, we would probably have space to get some references from previous employers or, you know, had a chance to speak more with the candidates.	SPK				shared	confident	0.0	0.0	0.0		1009.0	
476.871	1.009	P3	mm-hmm	BCK				shared	confident	-5129.0			6871.0	1009.0	
482.0	10.0	P4	But based only on the information we have, I would also vote for candidate C because for me, that's the strongest candidate.	SPK				shared	confident	4120.0	0.0	12000.0			
492.0	0.88	GROUP	(0.9)	SIL				shared	confident	0.0					
492.88	2.429	P1	But I guess we don't have to vote for now.	SPK				shared	confident	0.0	880.0	880.0		1076.0	
494.771	2.899	P1	We don't have to decide. Or do we?	SPK				shared	confident	-538.0	-538.0	2771.0		3872.0	
494.771	0.538	P1	[OVL:competitive]	OVL	competitive			shared	confident	-2899.0				1076.0	competitive
496.272	2.709	P3	But we have to decide by...	SPK				shared	confident	963.0	-1398.0	-1398.0		5946.0	
496.272	1.398	P3	[OVL:floor_fight]	OVL	floor_fight			shared	confident	-2709.0				2796.0	competitive
498.0	1.0	P4	Yeah, there.	SPK				shared	confident	330.0	-981.0	-981.0		3188.0	
498.0	0.981	P4	[OVL:competitive]	OVL	competitive			shared	confident	-1000.0				3150.0	
498.585	1.698	P1	We have to. We have to decide	SPK				shared	confident	-396.0	-415.0	-415.0		4359.0	
498.585	0.396	P1	[OVL:smooth]	OVL	smooth			shared	uncertain	-1698.0				1980.0	
498.585	0.415	P1	[OVL:smooth]	OVL	smooth			shared	confident	-396.0				2018.0	
499.0	0.1	P1	Okay.	BCK				shared	confident	0.0				100.0	
499.837	0.771	P1	Based on.	SPK				shared	confident	737.0	-446.0	837.0		2891.0	
499.837	0.446	P1	[OVL:smooth]	OVL	smooth			shared	uncertain	-771.0				2241.0	completion
500.0	0.1	P1	Okay.	SPK				shared	confident	-283.0	-608.0	1000.0		1000.0	
500.0	0.1	P1	Okay.	BCK				shared	confident	-100.0			0.0	1000.0	
500.0	2.0	P4	Yeah.	SPK				shared	confident	-100.0	-100.0	-100.0		2565.0	
500.0	0.1	P1	[OVL:backchannel_ovl]	OVL	backchannel_ovl			shared	confident	-2000.0				1000.0	completion
500.0	0.283	P4	[OVL:smooth]	OVL	smooth			shared	confident	-100.0				1915.0	completion
500.0	0.1	P1	[OVL:backchannel_ovl]	OVL	backchannel_ovl			shared	confident	-283.0				1000.0	completion
500.0	0.608	P4	[OVL:competitive]	OVL	competitive			shared	confident	-100.0				2565.0	completion
500.0	0.1	P4	[OVL:backchannel_ovl]	OVL	backchannel_ovl			shared	confident	-608.0				1000.0	completion
502.0	1.0	P1	All right.	SPK				shared	confident	1900.0	0.0	0.0			
503.0	1.211	P1	We have to.	SPK				shared	confident	0.0	0.0	1000.0		2422.0	
503.0	14.0	P3	and also if we go by your point candidate C he has already had like his colleagues saying that he helped them understand the stuff so we can also talk about those references here	SPK				shared	confident	-1211.0	-1211.0	-1211.0		4882.0	
503.0	1.211	P3	[OVL:simultaneous]	OVL	simultaneous			shared	confident	-14000.0				2422.0	
513.127	0.96	P3	mmh	BCK				shared	confident	8916.0				1460.0	
513.491	0.5	P1	yeah	BCK				shared	confident	-596.0			10491.0	1000.0	
514.552	0.5	P3	mmh	BCK				shared	confident	561.0				1000.0	
514.552	0.5	P1	yeah	BCK				shared	confident	-500.0			11552.0	1000.0	
517.0	1.421	GROUP	(1.4)	SIL				shared	confident	1948.0				500.0	
517.723	0.5	P1	yeah	BCK				shared	confident	-698.0				500.0	
518.421	3.579	P1	Then I will say I don't have strong opinion on any of those.	SPK				shared	confident	198.0	1421.0	1421.0		510.0	
521.49	2.051	GROUP	[GROUP LAUGHTER]	LAU				shared	confident	-510.0				2051.0	
522.0	4.0	P1	Everyone is just random to me, so.	SPK				shared	confident	-1541.0	0.0	5000.0		2333.0	
525.208	1.049	P3	mmh	BCK				shared	confident	-792.0			3208.0	1049.0	
526.0	3.0	P4	That is right.	SPK				shared	confident	-257.0	0.0	0.0		757.0	
527.211	0.5	P1	yeah	BCK				shared	confident	-1789.0			1211.0	500.0	
529.0	2.0	P3	What do you think, Patricia?	SPK				shared	confident	1289.0	0.0	0.0			
531.0	17.0	P2	No, I guess when I look at the candidate C, I like that there's been some corporations with other functions because it does require a lot of stakeholder management and this seems to be a good element to it.	SPK				shared	confident	0.0	0.0	0.0		500.0	
539.16	0.5	P3	mmh	BCK				shared	confident	-8840.0			8160.0	500.0	
548.0	8.0	P2	And also the way to adapt quickly, that would definitely also be a good element to it.	SPK				shared	confident	8340.0	0.0	17000.0		1109.0	
550.749	1.109	P3	mm-hmm	BCK				shared	confident	-5251.0			2749.0	1109.0	
556.0	14.0	P2	So based on what given at this moment, only with the limited knowledge we have here I would say that candidate C is definitely the one who is my favorite.	SPK				shared	confident	4142.0	0.0	25000.0		239.0	
569.761	1.16	P1	Yes	BCK				shared	confident	-239.0			13761.0	1160.0	
570.0	0.621	GROUP	(0.6)	SIL				shared	confident	-921.0				621.0	
570.621	4.739	P4	I'd love to give a chance to candidate A, but unfortunately we can't meet them.	SPK				shared	confident	0.0	621.0	621.0		610.0	
575.05	2.941	P2	[SOFT LAUGHTER]	LAU				shared	confident	-310.0				2941.0	
575.36	3.64	GROUP	(3.6)	SIL				shared	confident	-2631.0				2631.0	
579.0	1.0	P1	Are we agreed?	SPK				shared	confident	0.0	3640.0	3640.0			
580.0	2.269	P4	It seems like...	SPK				shared	confident	0.0	0.0	0.0		4538.0	
580.0	2.0	P3	Yeah, it's three to one, yeah.	SPK				shared	confident	-2269.0	-2269.0	-2269.0		4000.0	
580.0	2.0	P3	[OVL:simultaneous]	OVL	simultaneous			shared	confident	-2000.0				4000.0	
582.0	4.0	P4	I mean, you don't care, apparently.	SPK				shared	confident	0.0	0.0	0.0		538.0	
582.0	0.269	P4	[OVL:smooth]	OVL	smooth			shared	confident	-4000.0				538.0	
586.0	1.0	P3	Exactly.	SPK				shared	confident	3731.0	0.0	0.0			
587.0	4.0	P4	And we agree.	SPK				shared	confident	0.0	0.0	0.0			
591.0	2.0	P3	Exactly.	SPK				shared	confident	0.0	0.0	0.0			
593.0	3.0	P1	Maybe it doesn't matter whom to choose.	SPK				shared	confident	0.0	0.0	0.0			
596.0	1.0	P4	No,	BCK				shared	confident	0.0				1000.0	
596.0	1.0	GROUP	(1.0)	SIL				shared	confident	-1000.0				1000.0	
597.0	2.0	P1	It's just the conversation that matters.	SPK				shared	confident	0.0	1000.0	4000.0			
599.0	1.0	P3	Yeah, that's true.	SPK				shared	confident	0.0	0.0	0.0			
600.0	2.0	P4	Yeah.	BCK				shared	confident	0.0				2000.0	
600.0	2.0	GROUP	(2.0)	SIL				shared	confident	-2000.0				2000.0	
602.0	8.0	MODERATOR	Then please, one of you, fill in the candidate that you selected.	SPK				shared	confident	0.0	2000.0	2000.0			
610.0	2.0	P3	So, Fan, why don't you do that?	SPK				shared	confident	0.0	0.0	0.0			
612.0	1.0	P1	Yeah, I can do that.	SPK				shared	confident	0.0	0.0	0.0			
613.0	0.1	P1	Candidate C?	SPK				shared	confident	0.0	0.0	1000.0		200.0	
613.0	1.0	P2	Oh I did it	SPK				shared	confident	-100.0	-100.0	-100.0		200.0	
613.0	0.1	P2	[OVL:simultaneous]	OVL	simultaneous			shared	confident	-1000.0				200.0	
614.0	1.0	P3	You did it?	SPK				shared	confident	900.0	0.0	0.0			
615.0	1.0	P2	Yeah I did it	SPK				shared	confident	0.0	0.0	0.0		1000.0	
615.0	2.0	P3	Okay.	BCK				shared	confident	-1000.0			0.0	1100.0	
616.0	0.1	P1	You did it?	SPK				shared	confident	-1000.0	0.0	0.0		100.0	
