group_id	task_id	window_index	da_n_utterances	da_n_speakers	da_statement	da_proposal	da_agreement	da_disagreement	da_compromise	da_question	da_backchannel	da_hedge	da_decision	da_offtask	da_dominant
grp-07	T2	7	2	1	0.05555555555555555	0.041666666666666664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	statement
grp-07	T2	8	8	2	0.041666666666666664	0.0	0.0	0.0	0.0	0.05208333333333333	0.020833333333333332	0.009615384615384616	0.0	0.0	statement
grp-07	T2	9	12	3	0.009259259259259259	0.006944444444444444	0.006944444444444444	0.0	0.0	0.03472222222222222	0.03472222222222222	0.0	0.006944444444444444	0.0	statement
grp-07	T2	10	2	1	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.041666666666666664	0.0	0.0	0.0	statement
grp-07	T2	11	4	2	0.027777777777777776	0.0	0.0	0.0	0.0	0.0	0.041666666666666664	0.0	0.0	0.0	backchannel
grp-07	T2	12	7	3	0.015873015873015872	0.0	0.011904761904761904	0.0	0.0	0.023809523809523808	0.023809523809523808	0.0	0.0	0.0	statement
grp-07	T2	13	8	2	0.0	0.0	0.0	0.0	0.0	0.05208333333333333	0.020833333333333332	0.0	0.0	0.0	question
grp-07	T2	14	5	2	0.02222222222222222	0.0	0.0	0.0	0.0	0.016666666666666666	0.05	0.0	0.0	0.0	backchannel
grp-07	T2	15	5	1	0.04444444444444444	0.0	0.0	0.0	0.0	0.0	0.016666666666666666	0.0	0.0	0.0	statement
grp-07	T2	16	2	2	0.05555555555555555	0.041666666666666664	0.0	0.0	0.0	0.0	0.041666666666666664	0.0	0.0	0.0	statement
grp-07	T2	17	4	1	0.05555555555555555	0.0	0.0	0.0	0.0	0.041666666666666664	0.020833333333333332	0.0	0.0	0.0	statement
grp-07	T2	18	5	2	0.02222222222222222	0.03333333333333333	0.0	0.0	0.0	0.016666666666666666	0.016666666666666666	0.0	0.0	0.0	statement
grp-07	T2	19	3	2	0.07407407407407407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	statement
grp-07	T2	20	4	2	0.027777777777777776	0.0	0.0	0.0	0.0	0.0	0.0625	0.0	0.0	0.0	backchannel
grp-07	T2	21	8	3	0.041666666666666664	0.0	0.0	0.0	0.0	0.0	0.020833333333333332	0.0	0.0	0.0	statement
grp-07	T2	22	4	1	0.05555555555555555	0.0	0.0	0.025	0.0	0.041666666666666664	0.041666666666666664	0.019230769230769232	0.0	0.0	statement
grp-07	T2	23	6	2	0.037037037037037035	0.0	0.0	0.0	0.0	0.027777777777777776	0.06944444444444443	0.012820512820512822	0.0	0.0	statement
grp-07	T2	24	4	1	0.08333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	statement
grp-07	T2	25	5	2	0.0	0.0	0.0	0.0	0.0	0.016666666666666666	0.016666666666666666	0.0	0.0	0.0	statement
grp-07	T2	26	2	1	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	statement
grp-07	T2	27	8	4	0.027777777777777776	0.0	0.0	0.0	0.0	0.010416666666666666	0.020833333333333332	0.0	0.0	0.0	statement
grp-07	T2	28	5	3	0.02222222222222222	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	statement
grp-07	T2	29	9	4	0.012345679012345678	0.0	0.0	0.0	0.0	0.037037037037037035	0.018518518518518517	0.0	0.0	0.0	statement
grp-07	T2	30	2	1	0.0	0.0	0.0	0.0	0.0	0.041666666666666664	0.041666666666666664	0.0	0.0	0.0	question
grp-07	T3	10	1	1	0.0	0.0	0.0	0.0	0.0	0.08333333333333333	0.0	0.07692307692307693	0.0	0.0	question
grp-07	T3	11	14	4	0.007936507936507936	0.0	0.005952380952380952	0.0	0.0	0.02976190476190476	0.06547619047619048	0.005494505494505495	0.0	0.0	backchannel
grp-07	T3	12	10	3	0.0	0.0	0.0	0.0	0.0	0.03333333333333333	0.06666666666666667	0.007692307692307693	0.0	0.0	backchannel
grp-07	T3	13	4	2	0.027777777777777776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	statement
grp-07	T3	14	11	4	0.0202020202020202	0.0	0.0	0.0	0.0	0.01515151515151515	0.05303030303030303	0.0	0.0	0.0	backchannel
grp-07	T3	15	13	2	0.008547008547008546	0.0	0.01282051282051282	0.0	0.0	0.01282051282051282	0.03846153846153846	0.00591715976331361	0.0	0.0	statement
grp-07	T3	16	6	3	0.018518518518518517	0.0	0.0	0.0	0.0	0.013888888888888888	0.041666666666666664	0.0	0.0	0.0	statement
grp-07	T3	17	5	3	0.04444444444444444	0.0	0.0	0.0	0.0	0.0	0.03333333333333333	0.015384615384615385	0.0	0.0	statement
grp-07	T3	18	6	2	0.0	0.0	0.0	0.0	0.0	0.013888888888888888	0.041666666666666664	0.0	0.0	0.0	backchannel
grp-07	T3	19	7	3	0.0	0.0	0.0	0.0	0.0	0.07142857142857142	0.05952380952380952	0.02197802197802198	0.0	0.0	backchannel
grp-07	T3	20	7	3	0.0	0.011904761904761904	0.0	0.0	0.0	0.0	0.03571428571428571	0.01098901098901099	0.0	0.0	backchannel
grp-07	T3	21	9	4	0.0	0.0	0.0	0.0	0.0	0.0	0.027777777777777776	0.017094017094017096	0.0	0.0	statement
grp-07	T3	22	8	2	0.013888888888888888	0.0	0.010416666666666666	0.0	0.0	0.020833333333333332	0.03125	0.009615384615384616	0.0	0.015625	statement
grp-07	T4	5	1	1	0.0	0.0	0.0	0.0	0.0	0.08333333333333333	0.25	0.0	0.0	0.0	backchannel
grp-07	T4	6	10	2	0.0	0.0	0.008333333333333333	0.0	0.0	0.0	0.025	0.015384615384615385	0.0	0.0	statement
grp-07	T4	7	9	3	0.0	0.0	0.0	0.0	0.0	0.0	0.046296296296296294	0.0	0.0	0.0	backchannel
grp-07	T4	8	9	3	0.024691358024691357	0.0	0.0	0.0	0.0	0.0	0.046296296296296294	0.008547008547008548	0.0	0.0	backchannel
grp-07	T4	9	8	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	statement
grp-07	T4	10	10	3	0.0	0.0	0.0	0.0	0.0	0.016666666666666666	0.03333333333333333	0.0	0.008333333333333333	0.0	statement
grp-07	T4	11	1	1	0.0	0.0	0.0	0.0	0.0	0.08333333333333333	0.0	0.0	0.0	0.0	question
grp-08	T1	0	2	2	0.0	0.0	0.0	0.0	0.0	0.08333333333333333	0.0	0.0	0.0	0.0	question
grp-08	T1	3	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.041666666666666664	0.0	0.0	0.0	backchannel
grp-08	T1	6	1	1	0.2222222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.07692307692307693	0.0	0.0	statement
grp-08	T1	7	1	1	0.0	0.0	0.08333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	agreement
grp-08	T1	8	3	1	0.037037037037037035	0.0	0.0	0.0	0.0	0.0	0.05555555555555555	0.0	0.0	0.0	statement
grp-08	T1	9	4	2	0.0	0.0	0.020833333333333332	0.025	0.0	0.0	0.0625	0.057692307692307696	0.0	0.0	backchannel
grp-08	T1	10	2	1	0.05555555555555555	0.0	0.041666666666666664	0.0	0.0	0.0	0.041666666666666664	0.0	0.0	0.0	statement
grp-08	T1	11	3	2	0.037037037037037035	0.0	0.0	0.0	0.0	0.0	0.027777777777777776	0.0	0.0	0.0	statement
grp-08	T1	12	9	2	0.012345679012345678	0.0	0.018518518518518517	0.011111111111111112	0.0	0.0	0.027777777777777776	0.017094017094017096	0.0	0.0	statement
grp-08	T1	13	3	1	0.0	0.0	0.0	0.0	0.0	0.027777777777777776	0.0	0.0	0.0	0.0	statement
grp-08	T1	14	8	3	0.013888888888888888	0.0	0.0	0.0125	0.0	0.020833333333333332	0.03125	0.019230769230769232	0.0	0.0	statement
grp-08	T1	15	9	2	0.0	0.0	0.009259259259259259	0.0	0.0	0.0	0.027777777777777776	0.03418803418803419	0.0	0.0	statement
grp-08	T1	16	3	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025641025641025644	0.0	0.0	statement
grp-08	T1	17	9	4	0.012345679012345678	0.0	0.0	0.0	0.0	0.018518518518518517	0.018518518518518517	0.0	0.0	0.0	statement
grp-08	T1	18	3	2	0.0	0.0	0.0	0.0	0.0	0.027777777777777776	0.027777777777777776	0.0	0.0	0.0	backchannel
grp-08	T1	19	7	4	0.0	0.0	0.0	0.0	0.0	0.023809523809523808	0.03571428571428571	0.0	0.0	0.0	statement
grp-08	T1	23	3	2	0.0	0.0	0.0	0.0	0.0	0.027777777777777776	0.027777777777777776	0.0	0.0	0.0	backchannel
grp-08	T1	24	3	2	0.0	0.0	0.0	0.0	0.0	0.0	0.027777777777777776	0.0	0.0	0.0	statement
grp-08	T1	25	6	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	statement
grp-08	T1	26	6	3	0.0	0.0	0.0	0.0	0.0	0.027777777777777776	0.0	0.0	0.0	0.0	statement
grp-08	T1	27	8	3	0.0	0.0	0.0	0.0	0.0	0.0	0.05208333333333333	0.0	0.0	0.0	backchannel
grp-08	T1	28	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.08333333333333333	0.0	0.0	0.0	backchannel
grp-08	T2	0	2	1	0.0	0.0	0.0	0.0	0.0	0.041666666666666664	0.0	0.0	0.0	0.0	question
grp-08	T2	2	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.08333333333333333	0.0	0.0	0.0	backchannel
grp-08	T2	3	2	1	0.0	0.0	0.0	0.0	0.0	0.041666666666666664	0.0	0.0	0.0	0.0	question
grp-08	T2	4	3	1	0.0	0.0	0.0	0.0	0.0	0.08333333333333333	0.027777777777777776	0.0	0.0	0.0	question
grp-08	T2	5	2	1	0.05555555555555555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	statement
grp-08	T2	6	5	2	0.02222222222222222	0.0	0.03333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	statement
grp-08	T2	7	6	1	0.0	0.013888888888888888	0.0	0.016666666666666666	0.0	0.0	0.013888888888888888	0.0	0.0	0.0	statement
grp-08	T2	8	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	statement
grp-08	T2	10	1	1	0.2222222222222222	0.08333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	statement
grp-08	T2	11	9	4	0.0	0.0	0.0	0.0	0.0	0.027777777777777776	0.027777777777777776	0.008547008547008548	0.0	0.0	backchannel
grp-08	T2	12	8	4	0.013888888888888888	0.0	0.010416666666666666	0.0	0.0	0.0	0.041666666666666664	0.009615384615384616	0.0	0.0	backchannel
grp-08	T2	13	4	1	0.027777777777777776	0.0	0.0	0.0	0.0	0.0	0.020833333333333332	0.0	0.0	0.0	statement
grp-08	T2	14	8	4	0.041666666666666664	0.0	0.0	0.0125	0.0	0.03125	0.03125	0.0	0.0	0.0	statement
grp-08	T2	15	6	3	0.018518518518518517	0.0	0.0	0.0	0.0	0.027777777777777776	0.06944444444444443	0.025641025641025644	0.0	0.0	backchannel
grp-08	T2	16	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.041666666666666664	0.0	0.0	0.0	backchannel
grp-08	T2	17	5	2	0.04444444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	statement
grp-08	T2	18	15	4	0.0	0.0	0.0	0.0	0.0	0.02222222222222222	0.055555555555555566	0.0	0.0	0.0	backchannel
grp-08	T2	19	8	4	0.013888888888888888	0.0	0.0	0.0125	0.0	0.020833333333333332	0.0625	0.009615384615384616	0.0	0.0	backchannel
grp-08	T2	20	5	2	0.04444444444444444	0.0	0.0	0.0	0.0	0.0	0.016666666666666666	0.0	0.0	0.0	statement
grp-08	T2	21	4	2	0.05555555555555555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	statement
grp-08	T2	22	3	2	0.0	0.0	0.0	0.0	0.03333333333333333	0.0	0.0	0.0	0.0	0.0	statement
grp-08	T2	23	17	4	0.0130718954248366	0.0	0.0	0.0	0.011764705882352941	0.014705882352941176	0.03431372549019608	0.004524886877828055	0.0	0.0	statement
grp-08	T2	24	4	2	0.0	0.0	0.0	0.0	0.0	0.020833333333333332	0.020833333333333332	0.0	0.0	0.0	statement
grp-08	T2	25	2	2	0.0	0.0	0.0	0.0	0.0	0.08333333333333333	0.08333333333333333	0.0	0.0	0.0	question
grp-08	T2	26	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	statement
grp-08	T2	27	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	statement
grp-08	T2	28	2	1	0.0	0.0	0.0	0.0	0.0	0.08333333333333333	0.041666666666666664	0.0	0.0	0.0	backchannel
grp-08	T2	29	6	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	statement
grp-08	T2	30	10	3	0.01111111111111111	0.0	0.0	0.0	0.0	0.008333333333333333	0.025	0.0	0.0	0.0	statement
grp-08	T2	31	8	2	0.013888888888888888	0.0	0.0	0.0	0.0	0.020833333333333332	0.020833333333333332	0.009615384615384616	0.0	0.0	statement
grp-08	T2	32	3	2	0.0	0.0	0.0	0.0	0.0	0.0	0.08333333333333333	0.0	0.0	0.0	backchannel
grp-08	T2	33	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.08333333333333333	0.0	0.0	0.0	backchannel
grp-08	T3	2	9	4	0.0	0.0	0.0	0.0	0.0	0.018518518518518517	0.009259259259259259	0.0	0.0	0.0	statement
grp-08	T3	3	5	3	0.0	0.0	0.0	0.0	0.0	0.016666666666666666	0.05	0.015384615384615385	0.0	0.0	backchannel
grp-08	T3	5	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	statement
grp-08	T3	11	3	1	0.0	0.0	0.0	0.0	0.0	0.0	0.027777777777777776	0.0	0.0	0.0	statement
grp-08	T3	12	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.08333333333333333	0.0	0.0	0.0	backchannel
grp-08	T3	13	5	4	0.0	0.03333333333333333	0.0	0.0	0.0	0.0	0.016666666666666666	0.0	0.0	0.0	statement
grp-08	T3	14	5	4	0.0	0.0	0.0	0.0	0.0	0.016666666666666666	0.05	0.0	0.0	0.0	backchannel
grp-08	T3	15	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07692307692307693	0.0	0.0	hedge
grp-08	T3	16	2	1	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.11538461538461539	0.0	0.0	hedge
grp-08	T3	17	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	statement
grp-08	T3	18	5	3	0.0	0.0	0.016666666666666666	0.0	0.0	0.0	0.03333333333333333	0.0	0.0	0.0	statement
grp-08	T3	19	10	3	0.01111111111111111	0.0	0.0	0.0	0.0	0.016666666666666666	0.041666666666666664	0.0	0.0	0.0	statement
grp-08	T3	20	5	3	0.02222222222222222	0.0	0.016666666666666666	0.0	0.0	0.0	0.016666666666666666	0.015384615384615385	0.0	0.0	statement
grp-08	T3	21	17	4	0.0065359477124183	0.0	0.0	0.0	0.0	0.024509803921568624	0.04411764705882353	0.0	0.0	0.0	statement
grp-08	T3	22	11	4	0.0	0.0	0.0	0.0	0.0	0.022727272727272728	0.0303030303030303	0.006993006993006993	0.0	0.0	backchannel
grp-08	T3	23	5	2	0.0	0.0	0.0	0.0	0.0	0.0	0.016666666666666666	0.0	0.0	0.0	statement
grp-08	T3	24	12	4	0.009259259259259259	0.0	0.006944444444444444	0.0	0.0	0.0	0.048611111111111105	0.019230769230769232	0.0	0.0	backchannel
grp-08	T3	25	5	3	0.0	0.0	0.0	0.0	0.0	0.0	0.06666666666666667	0.0	0.0	0.0	backchannel
grp-08	T3	26	4	3	0.027777777777777776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	statement
grp-08	T3	27	8	4	0.013888888888888888	0.0	0.0	0.0	0.0	0.010416666666666666	0.041666666666666664	0.0	0.0	0.0	statement
grp-08	T3	28	5	3	0.0	0.0	0.0	0.0	0.0	0.016666666666666666	0.016666666666666666	0.0	0.0	0.0	statement
grp-08	T3	31	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.041666666666666664	0.0	0.0	0.0	backchannel
grp-08	T4	3	3	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	statement
grp-08	T4	5	7	3	0.0	0.0	0.0	0.0	0.0	0.0	0.011904761904761904	0.0	0.0	0.0	statement
grp-08	T4	6	23	4	0.004830917874396135	0.0	0.0	0.0	0.0	0.010869565217391304	0.03985507246376812	0.0	0.0	0.0	statement
grp-08	T4	7	17	4	0.0	0.0	0.0	0.0	0.0	0.00980392156862745	0.0196078431372549	0.0	0.0	0.007352941176470588	statement
grp-08	T4	8	11	4	0.0	0.007575757575757575	0.0	0.0	0.0	0.01515151515151515	0.060606060606060615	0.0	0.0	0.0	backchannel
grp-08	T4	9	2	2	0.05555555555555555	0.0	0.041666666666666664	0.0	0.0	0.0	0.041666666666666664	0.038461538461538464	0.0	0.0	statement
grp-08	T4	10	4	3	0.0	0.0	0.0	0.0	0.0	0.0	0.041666666666666664	0.0	0.0	0.0	statement
grp-08	T4	11	6	4	0.0	0.0	0.0	0.0	0.0	0.0	0.05555555555555555	0.012820512820512822	0.0	0.0	backchannel
grp-08	T4	12	9	3	0.0	0.0	0.009259259259259259	0.0	0.0	0.018518518518518517	0.046296296296296294	0.0	0.0	0.013888888888888888	backchannel
grp-08	T4	13	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	statement
grp-08	T4	14	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	statement
grp-09	T2	3	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	statement
grp-09	T2	5	3	2	0.07407407407407407	0.08333333333333333	0.027777777777777776	0.0	0.0	0.0	0.027777777777777776	0.05128205128205129	0.0	0.0	agreement
grp-09	T2	6	3	2	0.037037037037037035	0.027777777777777776	0.0	0.0	0.0	0.0	0.027777777777777776	0.0	0.0	0.0	statement
grp-09	T2	7	4	2	0.08333333333333333	0.0	0.0	0.0	0.0	0.0	0.020833333333333332	0.0	0.0	0.0	statement
grp-09	T2	8	3	1	0.1111111111111111	0.0	0.0	0.0	0.03333333333333333	0.0	0.0	0.05128205128205129	0.0	0.0	statement
grp-09	T2	9	3	1	0.037037037037037035	0.0	0.0	0.0	0.0	0.0	0.027777777777777776	0.025641025641025644	0.0	0.0	statement
grp-09	T2	10	2	1	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	statement
grp-09	T2	11	4	2	0.05555555555555555	0.0	0.0	0.0	0.0	0.0	0.0	0.019230769230769232	0.0	0.0	statement
grp-09	T2	12	4	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019230769230769232	0.0	0.0	statement
grp-09	T2	13	3	1	0.1111111111111111	0.0	0.0	0.0	0.03333333333333333	0.0	0.0	0.05128205128205129	0.0	0.0	compromise
grp-09	T2	14	5	1	0.02222222222222222	0.0	0.0	0.0	0.0	0.0	0.016666666666666666	0.06153846153846154	0.0	0.0	hedge
grp-09	T2	15	3	2	0.037037037037037035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	statement
grp-09	T2	16	4	2	0.027777777777777776	0.0	0.0	0.0	0.0	0.020833333333333332	0.020833333333333332	0.019230769230769232	0.0	0.0	statement
grp-09	T2	17	5	3	0.02222222222222222	0.0	0.0	0.0	0.02	0.05	0.03333333333333333	0.015384615384615385	0.0	0.0	question
grp-09	T2	18	7	2	0.031746031746031744	0.0	0.0	0.0	0.0	0.023809523809523808	0.011904761904761904	0.0	0.011904761904761904	0.0	statement
grp-09	T2	19	8	3	0.0	0.0	0.0	0.0	0.0	0.020833333333333332	0.010416666666666666	0.0	0.0	0.0	statement
grp-09	T3	0	3	2	0.0	0.0	0.0	0.0	0.0	0.0	0.027777777777777776	0.0	0.0	0.0	statement
grp-09	T3	7	1	1	0.0	0.0	0.0	0.0	0.0	0.16666666666666666	0.08333333333333333	0.0	0.0	0.0	question
grp-09	T3	8	5	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	statement
grp-09	T3	9	6	3	0.018518518518518517	0.0	0.0	0.0	0.0	0.0	0.027777777777777776	0.0	0.0	0.020833333333333332	statement
grp-09	T3	10	7	2	0.0	0.0	0.0	0.0	0.0	0.023809523809523808	0.047619047619047616	0.01098901098901099	0.0	0.0	backchannel
grp-09	T3	11	3	3	0.0	0.0	0.0	0.0	0.0	0.05555555555555555	0.027777777777777776	0.025641025641025644	0.0	0.0	backchannel
grp-09	T3	12	3	1	0.037037037037037035	0.0	0.0	0.0	0.0	0.0	0.0	0.10256410256410257	0.0	0.0	hedge
grp-09	T3	13	13	3	0.0	0.0	0.0	0.0	0.0	0.00641025641025641	0.01282051282051282	0.0	0.0	0.0	statement
grp-09	T3	14	10	4	0.0	0.0	0.0	0.0	0.0	0.008333333333333333	0.0	0.007692307692307693	0.0	0.0	statement
grp-09	T3	15	4	2	0.1111111111111111	0.0	0.020833333333333332	0.0	0.0	0.0	0.020833333333333332	0.038461538461538464	0.0	0.0	statement
grp-09	T3	16	2	1	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	statement
grp-09	T3	17	8	4	0.027777777777777776	0.0	0.0	0.0	0.0	0.0	0.03125	0.0	0.0	0.0	statement
grp-09	T3	18	8	3	0.027777777777777776	0.0	0.0	0.0	0.0	0.0	0.010416666666666666	0.0	0.0	0.0	statement
grp-09	T3	19	6	3	0.0	0.0	0.0	0.0	0.0	0.0	0.027777777777777776	0.012820512820512822	0.0	0.0	statement
grp-09	T3	20	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038461538461538464	0.0	0.0	hedge
grp-09	T3	21	6	2	0.018518518518518517	0.0	0.0	0.0	0.0	0.0	0.041666666666666664	0.012820512820512822	0.0	0.0	statement
grp-09	T3	22	6	2	0.0	0.0	0.0	0.0	0.0	0.0	0.041666666666666664	0.012820512820512822	0.0	0.0	backchannel
grp-09	T3	23	10	3	0.02222222222222222	0.0	0.0	0.0	0.0	0.041666666666666664	0.008333333333333333	0.0	0.0	0.0	statement
grp-09	T3	24	2	2	0.05555555555555555	0.0	0.0	0.0	0.0	0.041666666666666664	0.041666666666666664	0.0	0.0	0.0	question
grp-09	T4	2	1	1	0.0	0.0	0.0	0.0	0.0	0.16666666666666666	0.0	0.0	0.0	0.0	question
grp-09	T4	3	2	2	0.0	0.0	0.0	0.0	0.0	0.08333333333333333	0.0	0.0	0.0	0.0	question
grp-09	T4	6	4	2	0.0	0.0	0.0	0.0	0.0	0.0	0.08333333333333333	0.0	0.0	0.0	backchannel
grp-09	T4	7	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	statement
grp-09	T4	8	8	3	0.0	0.0	0.0	0.0	0.0	0.020833333333333332	0.03125	0.0	0.0	0.0	statement
grp-09	T4	9	12	3	0.0	0.0	0.0	0.0	0.0	0.020833333333333332	0.020833333333333332	0.0	0.0	0.0	statement
grp-09	T4	10	4	3	0.0	0.0	0.020833333333333332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	statement
grp-09	T4	11	10	4	0.01111111111111111	0.008333333333333333	0.0	0.0	0.0	0.0	0.008333333333333333	0.0	0.0	0.0	statement
grp-09	T4	12	6	3	0.018518518518518517	0.0	0.0	0.0	0.0	0.013888888888888888	0.013888888888888888	0.012820512820512822	0.0	0.0	statement
grp-09	T4	13	3	1	0.037037037037037035	0.0	0.027777777777777776	0.0	0.0	0.0	0.05555555555555555	0.0	0.0	0.0	statement
grp-10	T1	7	6	2	0.018518518518518517	0.0	0.0	0.0	0.0	0.041666666666666664	0.013888888888888888	0.038461538461538464	0.0	0.0	statement
grp-10	T1	8	2	2	0.0	0.0	0.041666666666666664	0.0	0.0	0.0	0.041666666666666664	0.0	0.0	0.0	agreement
grp-10	T1	9	3	1	0.07407407407407407	0.027777777777777776	0.0	0.0	0.0	0.0	0.0	0.025641025641025644	0.0	0.0	statement
grp-10	T1	10	3	2	0.07407407407407407	0.0	0.0	0.0	0.0	0.0	0.0	0.025641025641025644	0.0	0.0	statement
grp-10	T1	11	3	1	0.037037037037037035	0.0	0.0	0.0	0.0	0.0	0.027777777777777776	0.0	0.0	0.0	statement
grp-10	T1	12	3	2	0.07407407407407407	0.0	0.0	0.0	0.0	0.1111111111111111	0.08333333333333333	0.05128205128205129	0.0	0.0	question
grp-10	T1	13	2	2	0.05555555555555555	0.0	0.0	0.0	0.0	0.0	0.0	0.11538461538461539	0.0	0.0	hedge
grp-10	T1	14	3	1	0.07407407407407407	0.0	0.027777777777777776	0.03333333333333333	0.0	0.0	0.05555555555555555	0.0	0.0	0.0	statement
grp-10	T1	15	4	2	0.05555555555555555	0.0	0.0	0.0	0.0	0.0	0.020833333333333332	0.057692307692307696	0.020833333333333332	0.0	statement
grp-10	T1	16	5	2	0.02222222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.015384615384615385	0.0	0.0	statement
grp-10	T1	17	5	3	0.02222222222222222	0.016666666666666666	0.016666666666666666	0.0	0.0	0.05	0.0	0.0	0.0	0.0	statement
grp-10	T1	18	10	4	0.01111111111111111	0.0	0.008333333333333333	0.0	0.0	0.049999999999999996	0.049999999999999996	0.0	0.0	0.0	backchannel
grp-10	T1	19	3	2	0.0	0.0	0.0	0.0	0.0	0.027777777777777776	0.027777777777777776	0.0	0.0	0.0	backchannel
