#	group_id	task_id	onset_b	speaker_a	context_a_prev	text_a	speaker_b	text_b	gap_s	is_completion	is_repetition
17	grp-07	T2	604.0	P3	I think that should be the first one to go, and those workshops they can always come later. | You need a more specific topic, I think, for those, as opposed to—you can start broadly in the independent format.	mmh	P2	and in sustainability I think it is very, as you said, it is something new in our society and I think it is almost necessary in some departments, for example like mine, where you need to read it and understand better what you are working with and how you could protect your colleagues from what you are working with.	0.0		
18	grp-07	T2	622.5	P2	Yes. | That depends on which department you are working in. I think with the continue, continue, because there are some departments that are really using these online trainings and the quizzes,	and in sustainability I think it is very, as you said, it is something new in our society and I think it is almost necessary in some departments, for example like mine, where you need to read it and understand better what you are working with and how you could protect your colleagues from what you are working with.	P3	mmh	-7.08		
19	grp-07	T2	654.7	P3	And then you could, for example, give a prize. | And I think the participation rate was much higher than it would have been otherwise because they were promised a prize.	yeah	P4	So it's very new and it's a lot of learning there.	-4.37		
20	grp-07	T2	715.6	P4	Yeah. Yeah, I see what you mean. | But I think I would still schedule a session and say this is mandatory, right?	Same with online learning.	P3	Mmh	-2.46		
21	grp-07	T2	810.2	P1	quite used on daily basis within certain or most of the teams. | It is mostly like, yes, we have a sustainability team, but then we also have all the other teams which indirectly contribute to sustainability, but not directly seen like that.	So I think something like an interactive workshop, again in my opinion, would actually create some good output in terms of the knowledge and stuff. So, uuh, if...	P3	So we give it a vote. I think we are out of time. So with the online training	-0.9		
22	grp-07	T2	850.0	P1	So I think something like an interactive workshop, again in my opinion, would actually create some good output in terms of the knowledge and stuff. So, uuh, if... | yeah	yeah	P2	Of course each of us needs to sustain its cards.	0.26		
23	grp-07	T2	892.0	P1	yeah | yeah	Now, I just did it	P4	Just one of us.	-0.63		
24	grp-07	T2	899.7	P2	Of course each of us needs to sustain its cards. | But you can find out both from online training first time and also from an interactive workshop.	You did it?	P1	Okay.	-0.12		
25	grp-07	T3	347.3	P1		yeah	P3	How many are we now? 7,000?	-0.77		
26	grp-07	T3	350.5	P1	yeah	Yeah	P4	Yeah, seven and something, yeah.	-1.98		
27	grp-07	T3	351.0	P4	So we're talking about the whole GN, bringing…	Up to 8,000.	P3	Yeah, of course.	0.35		
29	grp-07	T3	377.6	P1	I think we can expect at least 5,000, right? | Yep.	Yeah.	P3	Yeah.	-3.42		
30	grp-07	T3	383.4	P3	mmh | Yeah.	Yeah	P1	That is what I was also thinking with my third point, the charity concert, where we go for a concert which also includes snacks and like some quick bites.	0.39		
31	grp-07	T3	409.9	P3	Yeah | mh	mh	P1	and I think it would be socially responsible to have that as well.	-0.31		
32	grp-07	T3	422.0	P3	mh | mh	mh	P2	Yeah.	-5.0		
34	grp-07	T3	422.3	P3	mh | mh	mh	P1	but then it would be limited groups, and then the treasure hunt is like it would be interesting for certain age groups, the treasure hunt, but then the others will be bored, so I think something engaging for everyone would be like a charity concert.	-4.73		
37	grp-07	T3	424.0	P2	Yeah.	Yeah.	P3	Yeah.	0.0		
38	grp-07	T3	443.9	P3	Yeah. | Yeah.	mmh	P4	If we just rent it for GN. I think Novo has actually done it in the past.	-3.07		
39	grp-07	T3	449.7	P3	mmh | Oh, wow.	I didn't know that.	P4	Yeah, like two or three years ago.	-0.65		
40	grp-07	T3	459.0	P3	I didn't know that. | mmh	mmh	P4	People with different interests can find exactly what they want because it's so diverse.	-0.97		
41	grp-07	T3	503.4	P4	We can also have the charity concert on the Tivoli stage. | mmh, yeah	Mmh, that's fun also.	P2	and traditional, and I think it's also cheaper from the budget point of view. We only need to pay for the food.	-0.15		
42	grp-07	T3	549.0	P2	But I think it's very interesting to see a lot of us. | Yeah, a little bit from its own culture and country, and maybe make also some spots with different countries' habits.	What is called games?	P4	Yeah, and actually food can also be traditional food; you can have different stands.	0.19		
43	grp-07	T3	584.0	P1	but then it would be limited groups, and then the treasure hunt is like it would be interesting for certain age groups, the treasure hunt, but then the others will be bored, so I think something engaging for everyone would be like a charity concert. | No, but it's a nice idea.	Can we do that?	P3	Can we combine things?	-1.34		
44	grp-07	T3	586.0	P3	That's true, we can combine everything at Tivoli. | That's also a good idea	Can we combine things?	P4	Okay.	0.0		
45	grp-07	T3	629.3	P1	No, but it's a nice idea. | Can we do that?	Yeah.	P2	I mean, we've been doing this for almost three years.	-10.64		
46	grp-07	T3	630.8	P1	No, but it's a nice idea. | Can we do that?	Yeah.	P2	mmh	-9.14		
47	grp-07	T3	632.2	P2	A little bit also from Eastern Europe, because we always eat from the other side, which is such a big difference between the tastes and everything. | I mean, we've been doing this for almost three years.	mmh	P1	Yeah, that is the thing. So it's now a bit boring.	-2.33		
48	grp-07	T3	637.1	P1	No, but it's a nice idea. | Can we do that?	Yeah.	P3	Got it. Not so original.	-2.85		
49	grp-07	T3	638.0	P1	No, but it's a nice idea. | Can we do that?	Yeah.	P3	So maybe Tivoli then.	-1.97		
50	grp-07	T3	640.3	P1	No, but it's a nice idea. | Can we do that?	Yeah.	P4	Depends also on the budget I would say, because Tivoli will be quite costly.	0.31		
52	grp-07	T3	660.0	P3	Got it. Not so original. | So maybe Tivoli then.	mmh	P4	I think once they're here, I guess they would see it anyway, right? At least I would expect…	-5.0		
53	grp-07	T3	676.5	P4	Maybe with the HQ and the people who are coming from abroad seeing the office. | I think once they're here, I guess they would see it anyway, right? At least I would expect…	I would expect they would come to the office a couple of days. So they arrive earlier, see the office, and then we go, I don't know, Friday to Tivoli, something like that.	P3	To round it off.	-0.55		
54	grp-08	T1	17.3	P3		At this one?	P4	The circle? The target?	-0.88		
55	grp-08	T1	92.6	P3	At this one?	Yes.	P1	Mhm.	-0.32		
56	grp-08	T1	446.7	P3	So that's not... | Yes, if it was needed because A may have more managerial skills.	I don't know if that's important for this specific role or...	P1	But I think the role will sort of lead the team, right?	0.26		
57	grp-08	T1	475.9	P1	I am a transformation specialist. | Yeah, it's a senior one	I agree.	P2	So maybe that could be expected.	-0.38		
58	grp-08	T1	511.6	P3	I don't know if that's important for this specific role or... | Yes.	The best, yeah.	P4	Yeah.	-0.55		
59	grp-08	T1	512.4	P3	I don't know if that's important for this specific role or... | Yes.	The best, yeah.	P1	So C it is?	0.25		
61	grp-08	T1	516.6	P4	Yeah. | Yes.	I think so.	P1	We got a candidate.	0.25		
62	grp-08	T1	517.9	P1	I agree. | So C it is?	We got a candidate.	P3	Yes.	0.28		
63	grp-08	T1	562.0	P3	The best, yeah. | Yes.	P1, P2, P3, P4.	P4	Yeah, yeah, ok.	-2.08		
64	grp-08	T1	576.9	P2	Um, that is from from the prompt giving given the this candidate C seems best fit | Just one?	Yes.	P1	Yeah, what about...	0.22		
65	grp-08	T1	578.8	P1	We got a candidate. | Yeah, what about...	Okay.	P2	Just put seven or...	-0.82		
66	grp-08	T1	579.7	P1	We got a candidate. | Yeah, what about...	Okay.	P3	Seven.	0.09		
68	grp-08	T1	580.3	P2	Just one? | Yes.	Just put seven or...	P4	Yeah.	0.48		
70	grp-08	T1	722.6	P4	Do I have to write about myself? | Yeah.	Stuck something here.	P3	Ah, there.	0.23		
71	grp-08	T1	757.9	P2	Just put seven or... | It's not pleasant... rest of the nose.	No,	P3	No,	-0.39		
72	grp-08	T1	757.9	P2	Just put seven or... | It's not pleasant... rest of the nose.	No,	P1	No,	-0.36		
74	grp-08	T1	801.3	P3	No, | Can we put it back on?	Oh, something fell.	P2	Something...	0.17		
75	grp-08	T1	821.4	P1	Okay. | No,	Yeah,	P4	Yeah,	-0.16		
76	grp-08	T1	821.4	P1	Okay. | No,	Yeah,	P3	Yeah,	-0.16		
78	grp-08	T2	349.4	P2	You know, it could help us, you know, be more, | productive um help us with the work which could in in terms of as you wanted to help reduce some some stress potentially um so i'm not really into some of that um yeah	The what?	P3	How to manage a stress?	0.45		
79	grp-08	T2	363.9	P4	Yeah. | Yes.	Yes.	P1	Yeah, I agree.	0.23		
80	grp-08	T2	365.8	P4	Yes. | Yes.	Yeah.	P1	I fully agree.	0.17		
81	grp-08	T2	426.1	P2	There is a sort of split here between two halves of the table. | So now we've at least we're in two parts of the topic they're in let's say we don't agree with any of the others like um not the environment sustainability i don't know uh but also the the work better across teams topic we feel about those two i think we mentioned number one and number four now so two and three any feelings i for one could make do with with number two well working across teams again	Yeah.	P4	So I think it's not productive when GN is investing so much money on their employees and then they just feel the stress and they want to leave.	0.06		
82	grp-08	T2	530.8	P2	So now we've at least we're in two parts of the topic they're in let's say we don't agree with any of the others like um not the environment sustainability i don't know uh but also the the work better across teams topic we feel about those two i think we mentioned number one and number four now so two and three any feelings i for one could make do with with number two well working across teams again | Yeah.	No.	P4	So for the fourth one, I think it's targeted towards more people who are mainly stressed.	0.12		
83	grp-08	T2	557.1	P1	So I think it's a very strong item. | So both a topic and a format, right?	In 10 seconds.	P2	Yeah.	0.16		
84	grp-08	T2	557.5	P2	Yeah, we still split, right? | There's no...	Yeah.	P3	Okay.	0.15		
85	grp-08	T2	557.6	P2	Yeah, we still split, right? | There's no...	Yeah.	P1	Okay.	0.22		
87	grp-08	T2	562.2	P1	In 10 seconds. | Okay.	I don't know if we can manage that.	P2	Seven.	-1.01		
88	grp-08	T2	562.5	P1	In 10 seconds. | Okay.	I don't know if we can manage that.	P3	I don't know...	-0.7		
90	grp-08	T2	568.8	P2	Yeah. | Seven.	Yeah.	P3	Okay.	0.03		
91	grp-08	T2	693.6	P2	Well, that that could work for me | I mean.	Yeah, so getting the AI as a topic the three of us could agree, and then I would compromise on the interactive...	P1	Yeah?	-7.12		
92	grp-08	T2	706.6	P1	Could that work for you too? | Yeah?	Yeah, please do.	P3	Yes.	-0.06		
93	grp-08	T2	708.9	P1	Yeah? | Yeah, please do.	Log it.	P2	AI, productive, and there was interactive informal workshop.	0.37		
94	grp-08	T2	713.2	P1	Yeah, please do. | Log it.	Yes, please.	P4	Yeah, yeah.	-0.18		
95	grp-08	T2	720.4	P1	Log it. | Yes, please.	Okay, good.	P3	Ah, okay.	-1.91		
96	grp-08	T2	722.6	P1	Log it. | Yes, please.	Okay, good.	P2	Could you go back an cheat it?	0.32		
97	grp-08	T2	775.9	P2	No. | I have to scroll up.	So next to you is oh because the other one is front of...	P1	Yeah. Next must be... Right?	-2.19		
98	grp-08	T2	907.8	P4	Yes. | Hard to do that again.	yeah	P3	All in the... Like on your seat.	-0.18		
99	grp-08	T3	77.8	P3		We will get some information of how the idea should be, or like in the tablet? This is our own...	P2	Or is this...	-2.38		
100	grp-08	T3	83.9	P1		Great.	P4	So it's just like... Do we need to write?	-0.44		
101	grp-08	T3	87.0	P1	Great. | And no budget.	Okay.	P2	Infinite.	-0.53		
102	grp-08	T3	89.1	P1	And no budget. | Okay.	Great.	P3	We are talking.	-0.32		
103	grp-08	T3	435.2	P2	I don't know what's going to be put up. | We could present the ideas when we're all reading the thing I don't know.	Okay.	P4	Pick one.	0.26		
104	grp-08	T3	526.8	P2	It's sort of what we are we doing in some party something but being in a different location people might not usually get to and it was sort of forced to be there on not forced people can their fairies leaving but this is I think more the location was for me has been interesting and nice to be there it's | More confined um then with kayaking canals is something I've done before it's probably hard for all of you and i don't think they're characters and we'll block the whole canal but the prompt also there with team things so that's more maybe for a smaller and then just yesterday i was talking with a different colleague about he had done...	Some team event in Legoland that was on the hotel and they were building stuff but I previously actually worked in Legoland and we've had for the Legoland employees after our events where they closed down the park and we got to do stuff in some of the theme park rides that you normally wouldn't do like you start going in one and you throw peep stuff at each other you have to catch while hanging out the side of one of the boats or whatever or ride around in the little...	P1	Cool.	-21.18		
105	grp-08	T3	587.0	P2	But yeah, I think there's some overlaps in the other, right? | Concerts and...	Lego!	P3	Lego, yeah.	-0.0		
106	grp-08	T3	590.9	P2	Concerts and... | Lego!	I mean, the...	P3	The mystery game and the haunted house.	-0.11		
107	grp-08	T3	633.1	P3	Is a... | I would like to do that also.	Yeah, tropical.	P2	Outside Denmark? Or...	0.32		
108	grp-08	T3	636.1	P4	Yes. | Pick one.	Yeah, yeah.	P2	Sunny day.	0.2		
109	grp-08	T3	636.4	P2	Finding something tropical. | Outside Denmark? Or...	Sunny day.	P3	Take a plane somewhere.	-0.34		
110	grp-08	T3	640.2	P1	Lego. | You're right.	Yeah, sounds nice.	P2	Yeah.	-1.22		
111	grp-08	T3	640.4	P1	Lego. | You're right.	Yeah, sounds nice.	P3	Yeah.	-1.09		
113	grp-08	T3	641.4	P1	Lego. | You're right.	Yeah, sounds nice.	P2	Yeah, we had the infinite budget, right? So...	-0.06		
114	grp-08	T3	643.0	P2	Closest we get it. | Yeah.	Yeah, we had the infinite budget, right? So...	P3	Budget, yes.	-0.46		
115	grp-08	T3	676.2	P3	And Legoland is in Billund, right? | Yes.	Yeah, no, me neither.	P2	No, it's a theme park for LEGO as a brand.	0.3		
116	grp-08	T3	686.4	P2	Except if you work in Prestøy or Aalborg and some of the other places they're coming from to visit right now. | No, it's a theme park for LEGO as a brand.	Come again?	P4	So there will be some rides?	0.43		
117	grp-08	T3	688.3	P1	You're right. | Yeah, sounds nice.	Yeah, rollercoasters and stuff like that.	P2	Yeah, so it's it's it's a theme park alongside like Tivoli and others but it's so as a theme park in general it's geared more towards kids that's sort of why the after hour things where you can do stuff you normally wouldn't do and it's...	-1.53		
118	grp-08	T3	693.0	P2	No, it's a theme park for LEGO as a brand. | Come again?	Yeah, so it's it's it's a theme park alongside like Tivoli and others but it's so as a theme park in general it's geared more towards kids that's sort of why the after hour things where you can do stuff you normally wouldn't do and it's...	P4	Okay.	-14.84		
119	grp-08	T3	735.2	P3	Yeah, no, me neither. | But that's with including the family and kids, I think it's a good idea.	Not only because you always talk at home, maybe, ah, my colleague, this and that.	P1	Yeah, to bring them as well.	-0.05		
120	grp-08	T3	736.5	P3	But that's with including the family and kids, I think it's a good idea. | Not only because you always talk at home, maybe, ah, my colleague, this and that.	And then it's, yeah.	P4	Mhm, yeah.	-0.2		
121	grp-08	T3	737.0	P3	But that's with including the family and kids, I think it's a good idea. | Not only because you always talk at home, maybe, ah, my colleague, this and that.	And then it's, yeah.	P1	Mmh.	0.3		
123	grp-08	T3	954.7	P4	Just try to find out if there is something in the list. | Yes, you have.	Yeah.	P3	Yes.	-0.08		
124	grp-09	T2	520.6	P1	Like one of the workshops, not the harsh sit down and fall asleep ones. | Do we need to take a vote here? Yeah, anyone is close to an agreement? Are we allowed to do that or is it just supposed to be...	I mean, should we take a vote then?	P2	So maybe, what is the alternative like what are you suggesting concretely?	0.5		
125	grp-09	T2	540.6	P1	Do we need to take a vote here? Yeah, anyone is close to an agreement? Are we allowed to do that or is it just supposed to be... | I mean, should we take a vote then?	Yep, agreed.	P2	And you?	-0.06		
126	grp-09	T2	541.3	P2	So maybe, what is the alternative like what are you suggesting concretely? | Just put your position out there	And you?	P3	I will go with the lecture and independent type of training.	0.09		
127	grp-09	T2	572.2	P3	I will go with the lecture and independent type of training. | I will.	Okay, so final workshop.	P2	All right.	-0.67		
128	grp-09	T2	580.7	P4	you're to be able to compromise within 15 seconds i think i think uh cross department working group with the, yeah | Come on, guys.	Show some team spirit.	P2	All in favor to manage stress and workload?	-0.14		
129	grp-09	T3	14.8	P2		Yes.	P1	Yeah.	-0.03		
130	grp-09	T3	257.1	P4		Oh, no.	P1	Enterprise vs. Hearing	-1.25		
131	grp-09	T3	311.6	P1	I feel like a participant P4-2 and mine from P1-3 are very, very similar. | Similar vibes.	No, and I don't know what it's called, but like a type of place that has like big foam obstacle courses and like kind of jungle gym that you like.	P3	Ah, Adventure Park	-1.05		
132	grp-09	T3	313.5	P3	Mine are really short because I didn't see the others. | I was like, okay, I'll just pop in something quick.	Ah, Adventure Park	P1	Adventure Park, yeah.	-0.0		
133	grp-09	T3	333.9	P4	Oh, no.	Yeah, and then if you have grievances against your boss, you can just...	P2	Would you like to elaborate on the back to the 80's suggestion?	-2.33		
134	grp-09	T3	433.4	P1	I was trying to hit on the inclusive bullet point. | They'd also, like, rent out golf carts for every team so you could, like, drive around.	We had some people do that.	P3	Race car competition.	0.01		
135	grp-09	T3	487.5	P3	You can start with salsa dancing and then end up in like whatever. | Everybody will start dancing now.	I think bowling can become a little bit difficult sometimes depends how big the groups are like personally if i play bowling and there's like seven people in a team then until you're like it's your turn again it just becomes a little bit boring but i guess you can yeah talk to other people just i'm also quite competitive so i feel like...	P2	But I think it's good.	0.41		
136	grp-09	T3	517.5	P3	Everybody will start dancing now. | I think bowling can become a little bit difficult sometimes depends how big the groups are like personally if i play bowling and there's like seven people in a team then until you're like it's your turn again it just becomes a little bit boring but i guess you can yeah talk to other people just i'm also quite competitive so i feel like...	That's true	P4	True but i think in in the same vein like if you get to shoot uh your co-workers that you don't like that much that could also release some pressure	0.39		
137	grp-09	T3	543.0	P1	It's tough to mingle past the people just next to you. | I do feel like in an adventure park situation, you could choose how much aggression you want to let out	Like you could go to the you could go to the foam source area and have a duo with the person you've been biffing with	P3	I think the only issue with that is being inclusive, because if somebody has any issues, physically speaking, then it can become a problem.	0.0		
138	grp-09	T3	543.1	P1	It's tough to mingle past the people just next to you. | I do feel like in an adventure park situation, you could choose how much aggression you want to let out	Like you could go to the you could go to the foam source area and have a duo with the person you've been biffing with	P4	That is true	0.12		
139	grp-09	T3	553.4	P1	I do feel like in an adventure park situation, you could choose how much aggression you want to let out | Like you could go to the you could go to the foam source area and have a duo with the person you've been biffing with	It's tougher to jump in.	P3	Or if you're afraid of heights or things like that.	0.42		
140	grp-10	T1	478.2	P3	um yeah help alignment and stuff help alignment between different stakeholders um but i don't know how much experience they have like in general how much uh yeah | I think it's more about as I understand it like um identifying the use cases and adopting it and stuff so I guess you don't need to be get your hands that dirty as I like as I kind of understand it's more about change management and stuff like that um	Yeah	P4	I think either A or C might be a good choice.	0.17		
141	grp-10	T1	536.1	P3	Yeah | I would probably go with C I think would be my preferred one but A is also a strong candidate and B is not necessarily very preferred in my mind because B is more technical so they would maybe work with the other candidate for like another position	I agree	P4	I can agree with that as well.	-0.04		
142	grp-10	T1	540.6	P3	I would probably go with C I think would be my preferred one but A is also a strong candidate and B is not necessarily very preferred in my mind because B is more technical so they would maybe work with the other candidate for like another position | I agree	What do you think?	P2	What do you think, Grace?	-1.45		
143	grp-10	T1	542.0	P3	I would probably go with C I think would be my preferred one but A is also a strong candidate and B is not necessarily very preferred in my mind because B is more technical so they would maybe work with the other candidate for like another position | I agree	What do you think?	P1	Yeah, I think it's fine… with C.	0.0		
145	grp-10	T1	552.6	P1	Yeah, I think it's fine… with C. | Um, I agree with what you said.	yeah	P4	We agree?	0.28		
146	grp-10	T1	555.0	P2	yeah | What do you think, Grace?	yeah	P1	Okay, then I'm going to send to all of you a form to select the candidate, but you have to choose one person among you who feels in the form and send it in.	-0.42		
147	grp-10	T1	555.0	P2	yeah | What do you think, Grace?	yeah	P3	Alright	-0.41		
149	grp-10	T1	572.8	P1	yeah | Okay, then I'm going to send to all of you a form to select the candidate, but you have to choose one person among you who feels in the form and send it in.	You want me to send it?	P4	I mean, you're P1.	0.13		
150	grp-10	T2	384.9	P4	No stress. | it shouldn't be their, I don't know how to say this, you know, they shouldn't worry about coordinating with other teams, they should have somebody taking care of that I think, but I agree that it reduces the stress if you're working better.	We can agree on the fact that sustainability, we we don't care about that.	P3	I think	-3.81		
151	grp-10	T2	388.3	P4	No stress. | it shouldn't be their, I don't know how to say this, you know, they shouldn't worry about coordinating with other teams, they should have somebody taking care of that I think, but I agree that it reduces the stress if you're working better.	We can agree on the fact that sustainability, we we don't care about that.	P3	Apparently.	-0.47		
152	grp-10	T2	388.9	P4	No stress. | it shouldn't be their, I don't know how to say this, you know, they shouldn't worry about coordinating with other teams, they should have somebody taking care of that I think, but I agree that it reduces the stress if you're working better.	We can agree on the fact that sustainability, we we don't care about that.	P3	It's not that much of a pressing issue here.	0.16		
153	grp-10	T2	410.0	P2	the ones that focus on and the formats | Yeah.	Or structure.	P3	Yeah.	-1.12		
154	grp-10	T2	664.1	P3	Yeah, I think like cut downs and stuff across the industry. | And I don't know if it's necessarily something that you can see as extra.	I think everyone needs to incorporate AI into their routine to be that efficient and actually meet the targets of an exceedingly demanding job roles and stuff like that.	P2	I agree.	0.49		
155	grp-10	T2	835.0	P2	So it really summarizes things well. | My personal opinion would be to incorporate AI because Denmark already is a very stress-free environment and you just have seven and a half hours of work per day and there are strict laws controlling that.	So do we agree?	P1	I disagree, but majority rules.	0.04		
156	grp-10	T2	866.5	P3	Yeah. | So I'm selecting the first topic for this one.	yeah, I would still argue for the other thing but I guess that's what it comes up to.	P1	But wouldn't that require like a cross-department working group, I'm thinking?	0.49		
157	grp-10	T2	888.0	P4	I can. | We had to at some point.	lecture maybe	P2	Lecture.	0.0		
158	grp-10	T2	891.0	P2	yeah so I think like an online training or a lecture | Lecture.	I think that's yeah	P4	and then next...	0.0		
159	grp-10	T3	270.0	P4	Should we take like 30 seconds each to explain their ideas	Me?	P3	Yeah let’s go now the other direction	-0.37		
160	grp-10	T3	316.3	P4	And then blind disco, that one just came out of the blue. | I was thinking blindfolded, but that doesn't make much sense.	But it could actually be a disco with no lights and you maybe have like starlight bands and you cannot see people, so that could also be like	P3	and a lot of, like a fog machine	-1.63		
161	grp-10	T3	325.0	P4	I was thinking blindfolded, but that doesn't make much sense. | But it could actually be a disco with no lights and you maybe have like starlight bands and you cannot see people, so that could also be like	yes i like that yes and that is like pure chaos and i just like that	P3	(unintelligible)	0.1		
162	grp-10	T3	425.7	P1		Oh dear	P2	we could choose and after that grab food together at a cafe and just have food together	0.12		
163	grp-10	T3	441.2	P3	Yeah. | At the same time?	(unintelligible)	P1	Party, party, party.	-0.65		
164	grp-10	T3	507.9	P1	And then my third idea was like a paintball shooting event. | Just go around shooting annoying colleagues.	After the paintball?	P3	Yeah.	0.41		
165	grp-10	T3	508.7	P3	(unintelligible) | I'm just tryna, answer this thing	Yeah.	P4	But the other two, I'm going to be early, actually.	0.35		
166	grp-10	T3	538.2	P3	It's pretty fun. | But I also like the blind disco.	Because that's something, yeah.	P1	That sounds dangerous, though.	-1.52		
167	grp-10	T3	539.7	P3	It's pretty fun. | But I also like the blind disco.	Because that's something, yeah.	P1	Yeah, well, that's fun.	-0.08		
168	grp-10	T3	540.0	P3	It's pretty fun. | But I also like the blind disco.	Because that's something, yeah.	P2	yeah we want people to show up at work the next day	0.25		
170	grp-10	T3	597.8	P1	Yeah, but we're not allowed to do that. | Blind and silent MasterChef.	So do we narrow it down to three or...	P2	Or one.	0.43		
171	grp-10	T3	618.2	P1	I'm between the | silent disco and the	and the paintball	P4	If it's just one idea, I'm going to have to go with paintball.	0.27		
172	grp-10	T3	624.2	P2	Or one. | One idea.	paintball	P4	Silent paintball.	0.34		
173	grp-10	T3	625.4	P4	Okay. | If it's just one idea, I'm going to have to go with paintball.	Silent paintball.	P3	Silent paintball?	-0.57		
174	grp-10	T3	626.1	P4	Okay. | If it's just one idea, I'm going to have to go with paintball.	Silent paintball.	P3	Blind paintball?	0.17		
175	grp-10	T3	627.1	P3	Yeah, I think paintball as well. | Silent paintball?	Blind paintball?	P4	Yeah.	0.25		
176	grp-10	T3	633.8	P3	Silent paintball? | Blind paintball?	So I guess paintball?	P4	Yes, paintball rules.	-0.57		
177	grp-11	T1	48.1	P2	Well, I've looked into it, and my primary candidate is candidate C. I like the background, and I think it's good that he has been on the floor. | I don't know if candidate B is too technical.	I don't know.	P1	We need soft skills.	0.37		
178	grp-11	T1	57.2	P1	And the C has many soft skills. | With the change management, the new tools, adoption of new tools.	Look good, yeah.	P2	And I also think candidate A was good, but candidate A doesn't want to try new things, so I was a little bit...	0.03		
179	grp-11	T1	79.8	P4		Yeah, I think I kind of feel the same way because B could be really, really good if he has those soft skills, but we don't know if he does or not.	P2	No, we don't.	0.19		
180	grp-11	T1	81.0	P2	Exactly. | And I also think candidate A was good, but candidate A doesn't want to try new things, so I was a little bit...	No, we don't.	P4	So if he has them, he would probably be the best, but C does seem to have them and highly rated by, oh, sorry.	0.21		
181	grp-11	T1	167.3	P2	Yeah, because candidate B doesn't take care of the end user. | I think that's something we would like to engage.	Yeah.	P3	Yeah, definitely.	0.24		
182	grp-11	T1	188.1	P2	I think that's something we would like to engage. | Yeah.	I don't know.	P1	I don't know.	0.41		
183	grp-11	T1	189.1	P1	But you don't want to pick one of them. | I don't think so, because one...	I don't know.	P4	I can't read out of the text what it said.	0.46		
184	grp-11	T1	193.1	P1	I don't think so, because one... | I don't know.	It doesn't say.	P2	No, it doesn't say... I believe it would have been mentioned.	-0.65		
185	grp-11	T1	211.3	P4	I can't read out of the text what it said. | No, it doesn't say anything.	Oh, absolutely.	P1	Yeah.	-0.12		
186	grp-11	T1	211.6	P1	I don't know. | It doesn't say.	Yeah.	P4	Absolutely.	0.02		
187	grp-11	T1	226.2	P2	No. | No, it doesn't say... I believe it would have been mentioned.	One final candidate, we have to find one...	P4	Yeah, we have to find one.	-2.73		
188	grp-11	T1	227.1	P2	No. | No, it doesn't say... I believe it would have been mentioned.	One final candidate, we have to find one...	P1	Yeah, we have to pick one.	-1.91		
189	grp-11	T1	231.7	P2	No, it doesn't say... I believe it would have been mentioned. | One final candidate, we have to find one...	Exactly.	P1	Yeah, sorry too.	0.21		
190	grp-11	T1	270.8	P4	Should we then make a prioritized list who we want to call in first? | Yeah, we have to find one.	If you look at the role, it looks like it's...	P2	It's supporting function, yeah?	-2.04		
191	grp-11	T1	270.9	P4	Should we then make a prioritized list who we want to call in first? | Yeah, we have to find one.	If you look at the role, it looks like it's...	P1	It's a change, it's a big change.	-1.88		
