onset	duration	speaker	text	type	subtype	energy	energy_ratio	mic	confidence	gap_prev_ms	trp_silence_ms	interruption_gap_ms	bclatency_ms	overlap_ms
510.440	2.869	GROUP	[LAUGHTER]	LAU	collaborative			shared	manual	-2560				3637
512.541	2.309	GROUP	[LAUGHTER]	LAU	collaborative			shared	manual	-768				5257
513.000	5.000	P3	And...	SPK				shared	manual	-1850	2900	2900		8668
513.760	2.269	P1	All right, so we're leaning towards number two.	SPK				shared	manual	-4240	-4240	-4240		5628
513.760	2.269	P1	[OVL:floor_fight]	OVL	floor_fight			shared	manual	-2269				5628
516.029	1.971	GROUP	(2.0)	SIL				shared	manual	0				1971
518.000	2.629	P3	I mean, I'm fine with number two.	SPK				shared	manual	0	1971	1971		
520.629	0.138	GROUP	(.)	SIL				shared	manual	0				
520.767	3.469	P2	Maybe we should if we only have 15 seconds got to the next one	SPK	collaborative			shared	manual	0	138	138		0
524.236	0.055	GROUP	(.)	SIL				shared	manual	0				0
524.291	1.098	P4	Let's discuss formats first.	SPK				shared	manual	0	55	55		
525.389	3.152	GROUP	(3.2)	SIL				shared	manual	0				1709
526.341	1.709	P1	er	FP	collaborative			shared	manual	-2200				1709
528.541	2.000	P1	I'm not a fan of the old-school one-way communication things	SPK	collaborative			shared	manual	491	3152	3152		
530.541	1.459	GROUP	(1.5)	SIL				shared	manual	0				
532.000	11.000	P3	You mean the first two?	SPK				shared	manual	0	1459	1459		18236
534.979	2.000	P1	yeah	SPK	collaborative			shared	manual	-8021	-8021	-8021		6194
534.979	2.000	P1	[OVL:floor_fight]	OVL	floor_fight			shared	manual	-2000				6194
535.098	0.500	P3	yeah	BCK	collaborative			shared	manual	-1881			119	1641
535.457	0.500	P1	yeah	BCK	collaborative			shared	manual	-141			3457	1641
536.581	7.379	P1	I definitely think the interactive ones are more engaging and I think people will also get more out of it.	SPK				shared	manual	624	-398	-6419		15952
536.581	6.419	P1	[OVL:floor_fight]	OVL	floor_fight			shared	manual	-7379				14032
536.581	0.398	P1	[OVL:backchannel_ovl]	OVL	backchannel_ovl			shared	manual	-6419				1990
543.000	3.000	P1	All science suggests that as well.	SPK				shared	manual	6021	-960	0		1920
543.000	0.960	P1	[OVL:competitive]	OVL	competitive			shared	manual	-3000				1920
546.000	2.000	P4	I agree.	SPK				shared	manual	2040	0	0		
548.000	22.000	P3	Uhh I won’t say that you spend a lot of resources on something that some people understand and some not. Like I also have the feeling that many people say I spent these two hours right now going into SAFe and now there’s a new framework, so you’re burned out after the fist day. So I think it’s good to give them the chance to learn on their own, I think	SPK				shared	manual	0	0	0		500
566.208	0.500	P1	mmh	BCK	collaborative			shared	manual	-3792			18208	500
570.000	3.000	P4	I feel the opposite with all of those things you have to go through on workday.	SPK				shared	manual	3292	0	0		
573.000	2.000	P4	It's like, I don't know how much I actually take away from it.	SPK				shared	manual	0	0	3000		
575.000	2.000	P1	No, exactly	SPK				shared	manual	0	0	0		
577.000	6.429	P3	But at least you have the chance to take away when you have the time and the capacity and the focus, right?	SPK				shared	manual	0	0	0		3858
580.000	3.000	P1	yeah	BCK				shared	manual	-3429			3000	3000
583.000	1.000	P3	It's up to you.	SPK				shared	manual	0	-429	6000		858
583.000	0.429	P3	[OVL:backchannel_ovl]	OVL	backchannel_ovl			shared	manual	-1000				858
584.000	3.000	P3	I mean, when they tell me, okay, this day I have to do this and it's like, okay.	SPK				shared	manual	571	0	7000		
587.000	6.000	P3	And then all of a sudden it happened that I had a tough week and it doesn't help.	SPK				shared	manual	0	0	10000		
593.000	8.000	P3	And then people are like, okay, now I have the time, I know Friday or whatever, when you're like, okay, today is the day that I do my time sheet and I do my workday stuff and that's it.	SPK				shared	manual	0	0	16000		
601.000	2.000	P3	So you can organize yourself.	SPK				shared	manual	0	0	24000		
603.000	5.000	P3	And I agree that maybe in the future we can say, okay, now you have some background and then you can come together.	SPK				shared	manual	0	0	26000		
608.000	5.971	P3	But just facing something new altogether, you will still have to spend the time yourself.	SPK				shared	manual	0	0	31000		
614.000	6.000	P4	I just feel like knowing that something is up ahead in the calendar, you focus on that for those one, two hours.	SPK				shared	manual	29	29	29		
620.000	5.000	P4	It doesn't even have to be that long, but it's engaging and you're like fully in the moment, like in person more than...	SPK				shared	manual	0	0	6029		500
620.461	0.500	P3	yeah	BCK	collaborative			shared	manual	-4539			461	500
625.000	1.000	P3	okay	BCK				shared	manual	4039				1000
625.000	3.589	GROUP	(3.6)	SIL				shared	manual	-1000				1500
628.059	0.500	P1	yes	BCK	collaborative			shared	manual	-530				500
628.589	14.411	P2	Maybe a compromise could be like having, if it's like a lecture or something scheduled in the calendar. And then you could also if it’s recorded or something then you can look at it in your own time if the meetings are...	SPK				shared	manual	30	3589	3589		
643.000	17.318	P1	It's just, I don't know, I just feel like if we have to talk about how to work better across teams, I guess you solve that topic by talking in workshops with the teams rather than having one giving a lecture about how to work in your team.	SPK				shared	manual	0	0	0		8698
655.531	1.451	P4	[SOFT LAUGHTER]	LAU	collaborative			shared	manual	-4787				3415
656.000	2.611	P4	True.	SPK				shared	manual	-982	-4318	-4318		6204
656.000	2.611	P4	[OVL:floor_fight]	OVL	floor_fight			shared	manual	-2611				6204
658.611	1.389	GROUP	(1.4)	SIL				shared	manual	0				1389
660.000	5.000	P1	I think that would be way more engaging because there's no size fits all in this.	SPK				shared	manual	0	1389	1389		636
660.000	0.318	P1	[OVL:backchannel_ovl]	OVL	backchannel_ovl			shared	manual	-5000				636
665.000	2.000	P1	It really depends on the team, right?	SPK				shared	manual	4682	0	6389		
667.000	1.000	P4	That's true.	SPK				shared	manual	0	0	0		
668.000	8.000	P1	So, if you had a workshop with your team, you could really manage those points of friction better, I guess.	SPK				shared	manual	0	0	0		
676.000	1.000	P3	It's fine.	SPK				shared	manual	0	0	0		
677.000	10.000	P3	You just see the company going the same way it has been in the last five years.	SPK				shared	manual	0	0	1000		3248
680.821	1.248	GROUP	[LAUGHTER]	LAU	collaborative			shared	manual	-6179				1248
682.333	2.000	GROUP	[GROUP LAUGHTER]	LAU	collaborative			shared	manual	264				2000
687.000	2.000	P2	I think it sounds good with what we chose for the topic right	SPK				shared	manual	2667	0	0		
689.000	0.100	P3	Yeah,	BCK				shared	manual	0				200
689.000	1.000	P2	right?	BCK				shared	manual	-100				1100
689.000	1.000	GROUP	(1.0)	SIL				shared	manual	-1000				1100
690.000	0.100	P3	It's fine.	SPK				shared	manual	0	1000	1000		
690.100	0.769	GROUP	(0.8)	SIL				shared	manual	0				
690.869	2.749	P3	It's fine.	SPK				shared	manual	0	769	1869		3818
691.099	1.299	P3	It's fineee	SPK	collaborative			shared	manual	-2519	-2519	2099		2598
691.099	1.299	P3	[OVL:floor_fight]	OVL	floor_fight			shared	manual	-1299				2598
692.398	3.602	GROUP	(3.6)	SIL				shared	manual	0				1220
696.000	1.000	P3	Okay.	SPK				shared	manual	0	3602	7000		
697.000	0.100	P1	Okay.	BCK				shared	manual	0			0	100
697.000	0.100	MODERATOR	Okay, so you have an agreement?	SPK				shared	manual	-100	0	0		100
697.100	4.900	GROUP	(4.9)	SIL				shared	manual	0				
702.000	6.000	P3	We have a... We chose.	SPK				shared	manual	0	4900	4900		3391
704.221	0.500	P4	We have a	BCK	collaborative			shared	manual	-3779			2221	813
704.408	2.891	GROUP	[SOFT LAUGHTER]	LAU	collaborative			shared	manual	-313				3204
708.000	3.000	P3	I don’t think it’s an agreement	SPK				shared	manual	701	0	10900		1232
709.768	4.629	P1	[LAUGHTER]	LAU	collaborative			shared	manual	-1232				4629
711.000	6.000	P1	Then please, why don't you fill in the...	SPK				shared	manual	-3397	0	0		3397
717.000	1.000	P4	Would you do it again?	SPK				shared	manual	0	0	0		
718.000	2.000	P2	Should I do it? Yeah	SPK				shared	manual	0	0	0		
720.000	4.000	P1	Okay, so how to work better across teams.	SPK				shared	manual	0	0	0		4000
722.000	2.000	P4	I guess so.	SPK				shared	manual	-2000	-2000	-2000		4000
722.000	2.000	P4	[OVL:floor_fight]	OVL	floor_fight			shared	manual	-2000				4000
724.000	0.100	P4	Yeah.	SPK				shared	manual	0	0	0		200
724.000	1.000	P4	Yeah.	SPK				shared	manual	-100	-100	0		352
724.000	0.100	P4	[OVL:simultaneous]	OVL	simultaneous			shared	manual	-1000				200
724.848	0.500	P3	mm-hmm	BCK	collaborative			shared	manual	748			848	500
725.000	2.000	P2	And then...	SPK				shared	manual	-348	0	0		348
727.000	3.000	P2	Oh, was it lecture or cross-department workgroup?	SPK				shared	manual	0	0	2000		
730.000	4.000	P1	I think it was interactive workshop, right?	SPK				shared	manual	0	0	0		
734.000	1.000	P1	Was it not?	SPK				shared	manual	0	0	4000		
735.000	1.000	P3	yeah	BCK				shared	manual	0				1000
735.000	1.000	GROUP	(1.0)	SIL				shared	manual	-1000				1000
736.000	1.000	P2	Oh no, I thought	SPK				shared	manual	0	1000	1000		
737.000	1.000	P3	It was one of the last two	SPK				shared	manual	0	0	0		
738.000	1.000	P4	Yeah, one of the	SPK				shared	manual	0	0	0		
739.000	5.000	P1	all right okay okay if you have a cross department is fine yeah we can do that	SPK				shared	manual	0	0	0		
744.000	4.000	P2	Cross department or interactive?	SPK				shared	manual	0	0	0		
748.000	2.000	P2	For me, they sound kind of similar.	SPK				shared	manual	0	0	4000		
750.000	4.000	P4	Across team, so maybe cross… I don’t know	SPK				shared	manual	0	0	0		512
753.488	1.501	GROUP	[LAUGHTER]	LAU	collaborative			shared	manual	-512				1501
754.000	1.000	P3	It has to be.	SPK				shared	manual	-989	0	0		989
755.000	3.000	P2	Cross teams, cross departments	SPK				shared	manual	0	0	0		2219
755.781	2.469	GROUP	[LAUGHTER]	LAU	collaborative			shared	manual	-2219				2469
758.000	1.000	P1	Cross, cross	SPK				shared	manual	-250	0	0		250
759.000	3.000	P4	Let's cross, cross.	SPK				shared	manual	0	0	0		379
761.621	0.888	GROUP	[SOFT LAUGHTER]	LAU	collaborative			shared	manual	-379				888
762.000	2.000	P2	Cool.	SPK				shared	manual	-509	0	0		509
